CMDLINE /usr/bin/python3 total_workflow.py --directory ./to_total --workflows workflows.yml --workflow wf1e --scale global --experiment_name capstone.modules --pyear_start 2020 --pyear_end 2150 --pyear_step 10
MEM 5.117188 1712362585.9190
MEM 14.363281 1712362586.0195
MEM 16.820312 1712362586.1199
MEM 22.054688 1712362586.2203
MEM 24.054688 1712362586.3217
MEM 34.441406 1712362586.4222
MEM 39.734375 1712362586.5225
MEM 46.945312 1712362586.6229
MEM 55.933594 1712362586.7232
MEM 60.410156 1712362586.8238
MEM 66.089844 1712362586.9241
MEM 69.863281 1712362587.0250
MEM 76.578125 1712362587.1255
MEM 81.011719 1712362587.2259
MEM 83.699219 1712362587.3263
MEM 87.562500 1712362587.4267
MEM 99.019531 1712362587.5271
MEM 98.699219 1712362587.6280
MEM 101.601562 1712362587.7287
MEM 109.132812 1712362587.8291
MEM 118.417969 1712362587.9457
MEM 123.945312 1712362588.0462
MEM 139.722656 1712362588.1467
MEM 136.214844 1712362588.2473
MEM 145.035156 1712362588.3482
MEM 168.421875 1712362588.4487
MEM 174.933594 1712362588.5491
MEM 178.984375 1712362588.6496
MEM 182.984375 1712362588.7500
MEM 184.984375 1712362588.8504
MEM 186.101562 1712362588.9508
MEM 188.101562 1712362589.0513
MEM 196.152344 1712362589.1518
MEM 202.152344 1712362589.2523
MEM 214.703125 1712362589.3532
MEM 224.753906 1712362589.4541
MEM 225.515625 1712362589.5549
MEM 233.246094 1712362589.6555
MEM 257.476562 1712362589.7561
MEM 269.968750 1712362589.8566
MEM 260.738281 1712362589.9571
MEM 284.644531 1712362590.0577
MEM 265.164062 1712362590.1582
MEM 273.929688 1712362590.2589
MEM 271.355469 1712362590.3596
MEM 302.164062 1712362590.4601
MEM 311.179688 1712362590.5606
MEM 306.332031 1712362590.6614
MEM 337.976562 1712362590.7618
MEM 348.992188 1712362590.8624
MEM 350.011719 1712362590.9631
MEM 358.464844 1712362591.0639
MEM 377.675781 1712362591.1644
MEM 386.691406 1712362591.2651
MEM 381.554688 1712362591.3655
MEM 402.347656 1712362591.4659
MEM 402.347656 1712362591.5664
MEM 402.347656 1712362591.6669
MEM 402.347656 1712362591.7675
MEM 402.347656 1712362591.8678
MEM 402.347656 1712362591.9683
MEM 397.097656 1712362592.0689
MEM 400.382812 1712362592.1693
MEM 406.570312 1712362592.2699
MEM 406.570312 1712362592.3704
MEM 406.570312 1712362592.4709
MEM 406.570312 1712362592.5713
MEM 406.570312 1712362592.6717
MEM 406.570312 1712362592.7724
MEM 407.085938 1712362592.8729
MEM 408.093750 1712362592.9734
MEM 408.300781 1712362593.0739
MEM 408.285156 1712362593.1744
MEM 364.234375 1712362593.2748
MEM 364.234375 1712362593.3753
MEM 368.351562 1712362593.4757
MEM 368.351562 1712362593.5761
MEM 368.351562 1712362593.6766
MEM 368.351562 1712362593.7770
MEM 368.195312 1712362593.8775
MEM 368.195312 1712362593.9782
MEM 368.195312 1712362594.0786
MEM 369.484375 1712362594.1791
MEM 370.515625 1712362594.2794
MEM 370.515625 1712362594.3798
MEM 370.515625 1712362594.4802
MEM 362.093750 1712362594.5807
MEM 340.785156 1712362594.6813
MEM 341.300781 1712362594.7818
MEM 351.355469 1712362594.8824
MEM 351.871094 1712362594.9827
MEM 356.960938 1712362595.0832
MEM 357.734375 1712362595.1838
MEM 359.023438 1712362595.2843
MEM 360.054688 1712362595.3846
MEM 360.054688 1712362595.4851
MEM 360.054688 1712362595.5856
MEM 360.054688 1712362595.6861
MEM 360.054688 1712362595.7865
MEM 360.054688 1712362595.8870
MEM 360.054688 1712362595.9875
MEM 363.082031 1712362596.0881
MEM 314.980469 1712362596.1885
MEM 316.003906 1712362596.2889
MEM 321.097656 1712362596.3892
MEM 321.097656 1712362596.4897
MEM 321.097656 1712362596.5902
MEM 321.097656 1712362596.6907
MEM 321.097656 1712362596.7910
MEM 321.097656 1712362596.8914
MEM 321.097656 1712362596.9918
MEM 321.097656 1712362597.0922
MEM 321.609375 1712362597.1926
MEM 323.414062 1712362597.2930
MEM 324.703125 1712362597.3936
MEM 324.960938 1712362597.4943
MEM 324.960938 1712362597.5948
MEM 324.960938 1712362597.6953
MEM 285.589844 1712362597.7958
MEM 285.589844 1712362597.8962
MEM 285.589844 1712362597.9966
MEM 294.925781 1712362598.0970
MEM 294.925781 1712362598.1973
MEM 294.925781 1712362598.2977
MEM 294.925781 1712362598.3980
MEM 294.925781 1712362598.4985
MEM 294.925781 1712362598.5988
MEM 294.925781 1712362598.6993
MEM 294.925781 1712362598.7997
MEM 294.925781 1712362598.9001
MEM 294.925781 1712362599.0005
MEM 294.925781 1712362599.1008
MEM 294.925781 1712362599.2013
MEM 294.925781 1712362599.3020
MEM 294.925781 1712362599.4024
MEM 294.925781 1712362599.5028
MEM 294.925781 1712362599.6034
MEM 245.238281 1712362599.7038
MEM 245.238281 1712362599.8042
MEM 245.238281 1712362599.9046
MEM 254.574219 1712362600.0050
MEM 254.574219 1712362600.1054
MEM 254.574219 1712362600.2059
MEM 258.375000 1712362600.3062
MEM 258.375000 1712362600.4065
MEM 258.375000 1712362600.5069
MEM 258.375000 1712362600.6073
MEM 258.375000 1712362600.7077
MEM 258.375000 1712362600.8081
MEM 258.375000 1712362600.9085
MEM 258.375000 1712362601.0089
MEM 258.375000 1712362601.1092
MEM 258.375000 1712362601.2098
MEM 258.375000 1712362601.3103
MEM 258.375000 1712362601.4108
MEM 258.375000 1712362601.5112
MEM 258.375000 1712362601.6118
MEM 266.500000 1712362601.7121
MEM 268.773438 1712362601.8125
MEM 287.636719 1712362601.9128
MEM 317.781250 1712362602.0132
MEM 328.593750 1712362602.1137
MEM 361.906250 1712362602.2141
MEM 349.316406 1712362602.3145
MEM 355.882812 1712362602.4150
MEM 370.917969 1712362602.5155
MEM 371.949219 1712362602.6159
MEM 378.734375 1712362602.7164
MEM 379.503906 1712362602.8167
MEM 391.433594 1712362602.9171
MEM 402.246094 1712362603.0177
MEM 434.785156 1712362603.1182
MEM 424.191406 1712362603.2186
MEM 424.960938 1712362603.3190
MEM 446.867188 1712362603.4194
MEM 447.636719 1712362603.5200
MEM 432.738281 1712362603.6206
MEM 434.542969 1712362603.7210
MEM 437.316406 1712362603.8214
MEM 448.265625 1712362603.9221
MEM 448.265625 1712362604.0226
MEM 448.265625 1712362604.1231
MEM 448.265625 1712362604.2236
MEM 459.281250 1712362604.3241
MEM 459.281250 1712362604.4246
MEM 459.281250 1712362604.5251
MEM 459.281250 1712362604.6255
MEM 448.648438 1712362604.7259
