CMDLINE /usr/bin/python3 larmip_icesheet_project.py --nsamps 2000 --baseyear 2005 --pyear_start 2020 --pyear_end 2150 --pyear_step 10 --pipeline_id configTest.larmip.larmip.AIS
MEM 4.375000 1711731043.6209
MEM 38.207031 1711731043.7233
MEM 57.734375 1711731043.8243
MEM 58.109375 1711731043.9255
MEM 58.484375 1711731044.0298
MEM 58.859375 1711731044.1349
MEM 59.234375 1711731044.2354
MEM 59.609375 1711731044.3366
MEM 59.859375 1711731044.4374
MEM 60.234375 1711731044.5383
MEM 60.609375 1711731044.6399
MEM 60.984375 1711731044.7403
MEM 61.234375 1711731044.8421
MEM 61.609375 1711731044.9444
MEM 61.984375 1711731045.0501
MEM 62.359375 1711731045.1516
MEM 62.734375 1711731045.2525
MEM 63.109375 1711731045.3577
MEM 63.484375 1711731045.4595
MEM 63.859375 1711731045.5651
MEM 64.234375 1711731045.6677
MEM 64.609375 1711731045.7707
MEM 64.984375 1711731045.8716
MEM 65.234375 1711731045.9728
MEM 65.609375 1711731046.0737
MEM 65.984375 1711731046.1745
MEM 66.359375 1711731046.2768
MEM 66.734375 1711731046.3789
MEM 67.109375 1711731046.4804
MEM 67.484375 1711731046.5817
MEM 67.859375 1711731046.6872
MEM 68.109375 1711731046.7874
MEM 68.484375 1711731046.8897
MEM 68.859375 1711731046.9943
MEM 69.234375 1711731047.0974
MEM 69.609375 1711731047.2016
MEM 69.984375 1711731047.3033
MEM 70.359375 1711731047.4072
MEM 70.734375 1711731047.5133
MEM 71.109375 1711731047.6156
MEM 71.484375 1711731047.7175
MEM 71.859375 1711731047.8185
MEM 72.234375 1711731047.9212
MEM 72.609375 1711731048.0235
MEM 72.984375 1711731048.1263
MEM 73.359375 1711731048.2278
MEM 73.734375 1711731048.3299
MEM 74.109375 1711731048.4334
MEM 74.484375 1711731048.5369
MEM 74.859375 1711731048.6417
MEM 75.234375 1711731048.7436
MEM 75.609375 1711731048.8446
MEM 75.984375 1711731048.9478
MEM 76.359375 1711731049.0505
MEM 76.734375 1711731049.1563
MEM 77.109375 1711731049.2590
MEM 77.484375 1711731049.3605
MEM 77.859375 1711731049.4627
MEM 78.234375 1711731049.5636
MEM 78.609375 1711731049.6644
MEM 78.859375 1711731049.7658
MEM 79.234375 1711731049.8665
MEM 79.609375 1711731049.9675
MEM 79.984375 1711731050.0685
MEM 80.359375 1711731050.1697
MEM 80.734375 1711731050.2705
MEM 81.109375 1711731050.3708
MEM 81.484375 1711731050.4715
MEM 81.859375 1711731050.5737
MEM 82.234375 1711731050.6745
MEM 82.609375 1711731050.7750
MEM 82.984375 1711731050.8763
MEM 83.359375 1711731050.9773
MEM 83.734375 1711731051.0787
MEM 84.109375 1711731051.1797
MEM 84.484375 1711731051.2805
MEM 84.859375 1711731051.3843
MEM 85.109375 1711731051.4863
MEM 85.609375 1711731051.5924
MEM 85.859375 1711731051.6925
MEM 86.234375 1711731051.7933
MEM 86.609375 1711731051.8935
MEM 86.984375 1711731051.9952
MEM 87.359375 1711731052.0976
MEM 87.734375 1711731052.2019
MEM 88.109375 1711731052.3038
MEM 88.484375 1711731052.4053
MEM 88.859375 1711731052.5094
MEM 89.234375 1711731052.6111
MEM 89.609375 1711731052.7124
MEM 89.984375 1711731052.8134
MEM 90.359375 1711731052.9150
MEM 90.734375 1711731053.0170
MEM 91.109375 1711731053.1178
MEM 91.484375 1711731053.2189
MEM 91.859375 1711731053.3194
MEM 92.109375 1711731053.4217
MEM 92.484375 1711731053.5219
MEM 92.859375 1711731053.6230
MEM 93.234375 1711731053.7252
MEM 93.609375 1711731053.8264
MEM 93.984375 1711731053.9280
MEM 94.359375 1711731054.0312
MEM 94.734375 1711731054.1314
MEM 95.109375 1711731054.2325
MEM 95.484375 1711731054.3338
MEM 95.859375 1711731054.4371
MEM 96.234375 1711731054.5433
